"","Division","Colour","Alpha","Favourite","Prob"
"1","Canberra","#FF0000F0",0.941747572815534,"ALP",0.970873786407767
"2","Fraser","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"3","Banks","#0000FFBE",0.744397760333333,"Coalition",0.872198880166667
"4","Barton","#FF00007B",0.480418162517241,"ALP",0.740209081258621
"5","Bennelong","#0000FFDE",0.870767196111111,"Coalition",0.935383598055555
"6","Berowra","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"7","Blaxland","#FF0000E1",0.881275033598131,"ALP",0.940637516799065
"8","Bradfield","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"9","Calare","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"10","Charlton","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"11","Chifley","#FF0000D9",0.850324675909091,"ALP",0.925162337954545
"12","Cook","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"13","Cowper","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"14","Cunningham","#FF0000F5",0.96078431372549,"ALP",0.980392156862745
"15","Dobell","#0000FFAC",0.676050421,"Coalition",0.8380252105
"16","Eden-Monaro","#0000FF5A",0.3519230775,"Coalition",0.67596153875
"17","Farrer","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"18","Fowler","#FF0000D4",0.830612245714286,"ALP",0.915306122857143
"19","Gilmore","#0000FFE1",0.881275033598131,"Coalition",0.940637516799065
"20","Grayndler","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"21","Greenway","#0000FF9C",0.612960569307692,"Coalition",0.806480284653846
"22","Hughes","#0000FFF5",0.96078431372549,"Coalition",0.980392156862745
"23","Hume","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"24","Hunter","#FF0000EB",0.923076923076923,"ALP",0.961538461538461
"25","Kingsford Smith","#FF00001B",0.107432432432432,"ALP",0.553716216216216
"26","Lindsay","#0000FFDE",0.870767196111111,"Coalition",0.935383598055555
"27","Lyne","#0000FFF5",0.96078431372549,"Coalition",0.980392156862745
"28","Macarthur","#0000FFE7",0.904761904761905,"Coalition",0.952380952380952
"29","Mackellar","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"30","Macquarie","#0000FFD9",0.850324675909091,"Coalition",0.925162337954545
"31","McMahon","#FF0000A3",0.637605042625,"ALP",0.8188025213125
"32","Mitchell","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"33","New England","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"34","Newcastle","#FF0000CD",0.802329193695652,"ALP",0.901164596847826
"35","North Sydney","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"36","Page","#FF000068",0.406203474677419,"ALP",0.70310173733871
"37","Parkes","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"38","Parramatta","#FF000035",0.207692307857143,"ALP",0.603846153928571
"39","Paterson","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"40","Reid","#0000FFC5",0.773358497338983,"Coalition",0.886679248669492
"41","Richmond","#FF0000AC",0.676050421,"ALP",0.8380252105
"42","Riverina","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"43","Robertson","#0000FF8F",0.559242500703704,"Coalition",0.779621250351852
"44","Shortland","#FF0000F0",0.941747572815534,"ALP",0.970873786407767
"45","Sydney","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"46","Throsby","#FF0000F0",0.941747572815534,"ALP",0.970873786407767
"47","Warringah","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"48","Watson","#FF0000E7",0.904761904761905,"ALP",0.952380952380952
"49","Wentworth","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"50","Werriwa","#FF00008F",0.559242500703704,"ALP",0.779621250351852
"51","Lingiari","#FF00004D",0.300932401363636,"ALP",0.650466200681818
"52","Solomon","#0000FFA9",0.663031880174603,"Coalition",0.831515940087302
"53","Blair","#FF000068",0.406203474677419,"ALP",0.70310173733871
"54","Bonner","#0000FFA3",0.637605042625,"Coalition",0.8188025213125
"55","Bowman","#0000FFDE",0.870767196111111,"Coalition",0.935383598055555
"56","Brisbane","#0000FF68",0.406203474677419,"Coalition",0.70310173733871
"57","Capricornia","#FF000084",0.518422754142857,"ALP",0.759211377071429
"58","Dawson","#0000FFB7",0.716386555688525,"Coalition",0.858193277844262
"59","Dickson","#0000FFEB",0.923076923076923,"Coalition",0.961538461538461
"60","Fadden","#0000FFEB",0.923076923076923,"Coalition",0.961538461538461
"61","Fairfax","#0000FFE7",0.904761904761905,"Coalition",0.952380952380952
"62","Fisher","#0000FFD4",0.830612245714286,"Coalition",0.915306122857143
"63","Flynn","#0000FFA9",0.663031880174603,"Coalition",0.831515940087302
"64","Forde","#0000FFBE",0.744397760333333,"Coalition",0.872198880166667
"65","Griffith","#FF00009C",0.612960569307692,"ALP",0.806480284653846
"66","Groom","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"67","Herbert","#0000FFCD",0.802329193695652,"Coalition",0.901164596847826
"68","Hinkler","#0000FFEB",0.923076923076923,"Coalition",0.961538461538461
"69","Kennedy","#050505",0.98019801980198,"KAP - Bob Katter",0.99009900990099
"70","Leichhardt","#0000FFCD",0.802329193695652,"Coalition",0.901164596847826
"71","Lilley","#FF00007B",0.480418162517241,"ALP",0.740209081258621
"72","Longman","#0000FFC5",0.773358497338983,"Coalition",0.886679248669492
"73","Maranoa","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"74","McPherson","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"75","Moncrieff","#0000FFF5",0.96078431372549,"Coalition",0.980392156862745
"76","Moreton","#0000FF68",0.406203474677419,"Coalition",0.70310173733871
"77","Oxley","#FF0000D9",0.850324675909091,"ALP",0.925162337954545
"78","Petrie","#FF00004D",0.300932401363636,"ALP",0.650466200681818
"79","Rankin","#FF0000C5",0.773358497338983,"ALP",0.886679248669492
"80","Ryan","#0000FFEB",0.923076923076923,"Coalition",0.961538461538461
"81","Wide Bay","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"82","Wright","#0000FFF5",0.96078431372549,"Coalition",0.980392156862745
"83","Adelaide","#FF0000B7",0.716386555688525,"ALP",0.858193277844262
"84","Barker","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"85","Boothby","#0000FFF0",0.941747572815534,"Coalition",0.970873786407767
"86","Grey","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"87","Hindmarsh","#FF000068",0.406203474677419,"ALP",0.70310173733871
"88","Kingston","#FF0000F0",0.941747572815534,"ALP",0.970873786407767
"89","Makin","#FF0000D9",0.850324675909091,"ALP",0.925162337954545
"90","Mayo","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"91","Port Adelaide","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"92","Sturt","#0000FFE7",0.904761904761905,"Coalition",0.952380952380952
"93","Wakefield","#FF0000D4",0.830612245714286,"ALP",0.915306122857143
"94","Bass","#0000FFE1",0.881275033598131,"Coalition",0.940637516799065
"95","Braddon","#0000FFC5",0.773358497338983,"Coalition",0.886679248669492
"96","Denison","#262626",0.850324675909091,"Independent - Andrew Wilkie",0.925162337954545
"97","Franklin","#FF00007B",0.480418162517241,"ALP",0.740209081258621
"98","Lyons","#FF00001B",0.107432432432432,"ALP",0.553716216216216
"99","Aston","#0000FFF5",0.96078431372549,"Coalition",0.980392156862745
"100","Ballarat","#FF0000EB",0.923076923076923,"ALP",0.961538461538461
"101","Batman","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"102","Bendigo","#FF0000C5",0.773358497338983,"ALP",0.886679248669492
"103","Bruce","#FF0000C5",0.773358497338983,"ALP",0.886679248669492
"104","Calwell","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"105","Casey","#0000FFD9",0.850324675909091,"Coalition",0.925162337954545
"106","Chisholm","#FF0000AC",0.676050421,"ALP",0.8380252105
"107","Corangamite","#0000FFE1",0.881275033598131,"Coalition",0.940637516799065
"108","Corio","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"109","Deakin","#0000FFDE",0.870767196111111,"Coalition",0.935383598055555
"110","Dunkley","#0000FFE1",0.881275033598131,"Coalition",0.940637516799065
"111","Flinders","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"112","Gellibrand","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"113","Gippsland","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"114","Goldstein","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"115","Gorton","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"116","Higgins","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"117","Holt","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"118","Hotham","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"119","Indi","#0000FFB7",0.716386555688525,"Coalition",0.858193277844262
"120","Isaacs","#FF0000E7",0.904761904761905,"ALP",0.952380952380952
"121","Jagajaga","#FF0000E7",0.904761904761905,"ALP",0.952380952380952
"122","Kooyong","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"123","La Trobe","#0000FF9C",0.612960569307692,"Coalition",0.806480284653846
"124","Lalor","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"125","Mallee","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"126","Maribyrnong","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"127","McEwen","#FF00008F",0.559242500703704,"ALP",0.779621250351852
"128","McMillan","#0000FFE3",0.891981132169811,"Coalition",0.945990566084906
"129","Melbourne","#FF0000AC",0.676050421,"ALP",0.8380252105
"130","Melbourne Ports","#FF0000D4",0.830612245714286,"ALP",0.915306122857143
"131","Menzies","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"132","Murray","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"133","Scullin","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"134","Wannon","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"135","Wills","#FF0000FA",0.98019801980198,"ALP",0.99009900990099
"136","Brand","#FF000039",0.225477990433526,"ALP",0.612738995216763
"137","Canning","#0000FFD9",0.850324675909091,"Coalition",0.925162337954545
"138","Cowan","#0000FFEB",0.923076923076923,"Coalition",0.961538461538461
"139","Curtin","#0000FFF5",0.96078431372549,"Coalition",0.980392156862745
"140","Durack","#0000FFFF",1,"Coalition",1
"141","Forrest","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"142","Fremantle","#FF0000DE",0.870767196111111,"ALP",0.935383598055555
"143","Hasluck","#0000FFA3",0.637605042625,"Coalition",0.8188025213125
"144","Moore","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"145","OConnor","#0000FFFF",1,"Coalition",1
"146","Pearce","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
"147","Perth","#FF0000CD",0.802329193695652,"ALP",0.901164596847826
"148","Stirling","#0000FFE7",0.904761904761905,"Coalition",0.952380952380952
"149","Swan","#0000FFCD",0.802329193695652,"Coalition",0.901164596847826
"150","Tangney","#0000FFFA",0.98019801980198,"Coalition",0.99009900990099
